Link,Occurred,City,State,Country,Shape,Summary,Reported,Media,Explanation
Open,3/3/2024 16:32,Patchogue,NY,USA,Oval,I was on the trampoline with my daughter we were laying down and looking at the sky when we saw these objects.,3/3/2024,Y,Birds
Open,3/3/2024 15:36,Waynesburg,PA,USA,Orb,I saw several white volleyball sized and shaped white orbs in the sky rotating all around each other with no obvious pattern,3/3/2024,,
Open,3/3/2024 12:30,Las Vegas,NV,USA,Other,UAP buzzed our military aircraft at the nascar fly over 3.3.24,3/3/2024,Y,Bird
Open !,3/2/2024 22:23,Beckley,WV,USA,Orb,My captain and I saw moving stars. Looked kinda like satellites.,3/3/2024,Y,
Open,3/2/2024 15:00,Long Beach,CA,USA,Orb,Flashing orb over the water,3/2/2024,Y,
Open,3/2/2024 14:45,Downers Grove,IL,USA,Triangle,Upside down black object with silver glints flying at quick speed,3/2/2024,,
Open,3/2/2024 14:35,Berthoud,CO,USA,Oval,Saw this object moving VERY fast with NO sound whatsoever,3/3/2024,,
Open,3/1/2024 22:01,Waukee,IA,USA,Cross,Saw a dark object flying northwest in night sky.,3/9/2024,,
Open,3/1/2024 18:30,Schenectady,NY,USA,Triangle,Second time in a year! Waited till i saw again just to be sure I wasnt losing my mind,3/1/2024,,
Open,3/1/2024 15:10,Denver,CO,USA,Cylinder,"Looked out window as approaching DIA, looked down and saw a white pill looking thing below us traveling away from us at high speed",3/1/2024,,
Open,3/1/2024 14:59,Scandinavia,WI,USA,Cigar,Cylindrical craft similar to ICBM no sound consistent speed. Wings on the side and tail seems small.,3/1/2024,,
Open,3/1/2024 8:05,Meridian,ID,USA,Light,"4 lights circling over the clouds, looked like big spotlights but in the clouds",3/1/2024,,Searchlight
Open,3/1/2024 5:45,Berrien Center,MI,USA,Light,"@ 100 ft tall and 10 ft wide, looked like two vertical rows of lights, approx 300-500 feet high in the sky",3/1/2024,,
Open,3/1/2024 5:33,Spokane,WA,USA,Other,Stepped outside for fresh air therapy and bogey! all of a sudden a spark!- to the West,3/1/2024,,
Open,2/29/2024 22:58,Pratt,KS,USA,Triangle,Coworker and I were taking samples and observed a stalled craft that stayed in the same position for at least 12 minutes.,2/29/2024,,
Open,2/29/2024 21:19,Westerville,OH,USA,Circle,Unexplained light flying over sky,2/29/2024,Y,
Open,2/29/2024 20:54,Neosho,MO,USA,Light,"Outside facing East, see light in sky figure satellite..but stay for few second then moves off to the SW slowly, but flashing orange.",3/7/2024,,
Open,2/29/2024 20:25,Provo,UT,USA,Light,Two lights star or satellite like over 45 min.,2/29/2024,,
Open,2/29/2024 17:57,Loveland,CO,USA,Other,Object fell through cloud and left trail,2/29/2024,Y,
Open,2/29/2024 16:40,Tacoma,WA,USA,Flash,Shooting white pinpoint flash observed while driving north on I-90,3/5/2024,,
Open,2/29/2024 14:00,Amado,AZ,USA,Cigar,"Ship was small, flying just above the light poles on the highway. It was a cigar shape but had a single fin on the back end",3/22/2024,,
Open,2/29/2024 9:08,Los Angeles,CA,USA,Other,it was S shaped on the side but was sliding to change directions,2/29/2024,Y,Balloon
Open !,2/28/2024 22:00,Felton,CA,USA,Other,"Vaguely cube shaped, with multicolored lights and some motion.",3/1/2024,,
Open !,2/28/2024 19:06,Manitowoc,WI,USA,Triangle,Light flicker on house then looked up and seen triangle with 6 lights.,2/29/2024,,
Open,2/28/2024 18:35,Holiday,FL,USA,Orb,"Me and my family were out on a walk. At the end of the meaningful walk me and my dad looked up and it zoomed, stopped, waved and left.",3/7/2024,,
Open,2/28/2024 8:10,Escondido,CA,USA,Other,I was talking to my friend and we saw the UFO head straight first but then it turned around in midair and disappeared in the sky,2/28/2024,Y,
Open,2/28/2024 8:00,Greene,IA,USA,Sphere,Saw silver sphere hanging over street that stayed less than 5 seconds then flew off,2/28/2024,,
Open !,2/27/2024 21:00,,-,USA,Orb,Multiple orbs of light over the Pacific Ocean maneuvering in a purposeful way for over two hours,2/28/2024,,
Open,2/27/2024 8:10,Escondido,CA,USA,Other,The plane like object turned around in mid air and disappeared in the sky when there were no clouds,2/28/2024,Y,
Open,2/26/2024 22:10,Los Angeles,CA,USA,Orb,Just past the Federal building silent object w/flashing blue lights heading north descending to low alt. over Westwood Park.,3/4/2024,,
Open,2/26/2024 21:40,New York,NY,USA,Light,"Light flew by then went away , small almost on the same hight of my building",2/26/2024,,
Open,2/26/2024 21:26,Marion,IA,USA,Chevron,Partial V shape,2/26/2024,,
Open,2/26/2024 3:00,Draper,UT,USA,Other,"Outside at about 3 or 4 AM, notice flying object in sky. Barely visible, only illuminated by the moonlight.",3/16/2024,Y,
Open !,2/25/2024 21:12,Washington,DC,USA,Light,White light illuminated stationary before rapidly heading North and disappearing,2/25/2024,Y,
Open,2/25/2024 20:40,New York,NY,USA,Orb,Saw a orangeish orb in the sky.,2/28/2024,,Chinese Lantern?
Open,2/25/2024 20:19,Kennesaw,GA,USA,Orb,"Myself, husband, and son saw 4 total orbs traveling spaced out through the night sky.",2/27/2024,Y,Chinese Lantern?
Open,2/25/2024 11:30,Katonah,NY,USA,Circle,Stationary White Circular Object,2/27/2024,,
Open,2/24/2024 20:20,Truth or Consequences,NM,USA,Light,Flashing green and red light not a plane or satellite.,2/24/2024,Y,
Open,2/24/2024 19:49,Oakboro,NC,USA,Diamond,"Low altitude, diamond formation. Climbed in altitude, with one splitting off.",2/24/2024,,
Open,2/24/2024 17:59,Spokane,WA,USA,Other,Familiar/same peculiar higher altitude object(s),2/25/2024,,
Open,2/24/2024 12:59,Broken Arrow,OK,USA,Rectangle,Slow moving apparently HUGE object (based on visibility of NIR reflectance). Nothing on FlightRadar at time.,3/12/2024,Y,
Open,2/24/2024 11:28,Sterling Heights,MI,USA,Cylinder,I witnessed a cylindrical craft flying through the sky and then it poof disappeared,2/25/2024,Y,Contrail?
Open,2/24/2024 10:50,Columbus,OH,USA,Cylinder,"White metallic capsule flew over very fast, being chased by Apache helicopter.",2/24/2024,,
Open,2/24/2024 5:15,DeFuniak Springs,FL,USA,Triangle,First saw orangish white lights rotating or flashing from a distance in the north sky.,2/24/2024,,
Open,2/24/2024 3:53,Tazewell,TN,USA,Other,I observed a bright light in the eastern sky. A separate light shot out from it circled back and returned to it. Then they vanished,2/24/2024,,
Open,2/24/2024 3:05,Kamiah,ID,USA,Changing,This has main lights with red and blue flashing that seems to rotate,2/24/2024,,
Open,2/24/2024 2:46,Pearl City,HI,USA,Light,Saw a white light circle float & come across the skyline over my view of Pearl Harbor that phased out and disappeared from view,3/2/2024,Y,
Open,2/23/2024 21:30,Suffolk,VA,USA,Formation,"The videos are from 2 different people at 2 different locations miles apart in Suffolk, Virginia",2/27/2024,Y,Rocket
Open,2/23/2024 18:22,Spokane,WA,USA,Other,"Another sighting. Two different, observable craft particulars",2/24/2024,,
Open,2/23/2024 17:30,Chicago,IL,USA,Triangle,"MASSIVE triangle shaped object with a light in the center, ""hiding"" behind dark clouds.",2/25/2024,,
Open,2/23/2024 16:45,Meridian,ID,USA,Unknown,While pruning a tree observed objects circling est. 5000 ft above surface.,2/23/2024,,Bird?
Open,2/23/2024 13:00,Shawnee,KS,USA,Circle,Moved west then north and slightly south no sound I was painting a piece of furniture outside lasted about 7 minutes,2/23/2024,Y,
Open,2/23/2024 11:53,Aubrey,TX,USA,Light,From my front porch looking toward the west,3/12/2024,Y,
Open,2/23/2024 3:09,Houston,TX,USA,Orb,3 orbs oscillating,2/24/2024,,
Open,2/22/2024 20:25,San Diego,CA,USA,Star,"Saw amber lighted object slowly descend from sky, then lights went out and it disappeared.",2/23/2024,,
Open,2/22/2024 20:20,San Diego,CA,USA,Orb,Stationary ball of light with hazy glow around it,2/23/2024,,
Open,2/22/2024 19:45,Lubbock,TX,USA,Star,"Parking at home, my son told me, I don't recognize that star, when I looked it was so bright and big!",2/22/2024,,
Open,2/22/2024 6:15,Lumberton,NC,USA,Orb,Flew over my truck.,4/11/2024,,
Open,2/21/2024 22:19,Fremont,NC,USA,Egg,Bright light that zoomed off at inhumane speeds over the horizon.,2/21/2024,,
Open,2/21/2024 12:55,Easthampton,MA,USA,Cylinder,"Saw a white, flat cylinder float above Mt Tom",2/21/2024,,
Open,2/21/2024 7:50,Stillwater,MN,USA,Orb,"North east sky, looked like sun shining off aircraft, i checked my radar app no aircraft in area, i look back up and its gone",2/21/2024,,
Open,2/21/2024 1:30,Deerfield Beach,FL,USA,Circle,Object circular flashing orange,4/5/2024,,
Open,2/20/2024 23:00,Omaha,NE,USA,Rectangle,Hummel Park UFO experience. Sera (22) avg person,2/28/2024,,
Open,2/20/2024 22:40,Owego,NY,USA,Unknown,A vertical type object with red blue and white lights like a needle the white lights went down the shaft. Wider top was red and blue,2/21/2024,,
Open,2/20/2024 20:25,Costa Mesa,CA,USA,Sphere,Low cloud layer looked overhead and saw slow moving white orb with blinking lights. Lights go out and dark shadow continues moving.,2/20/2024,,
Open,2/20/2024 19:37,Pine Bluff,AR,USA,Oval,UFO Came From North.,2/20/2024,Y,
Open,2/20/2024 19:06,Boise,ID,USA,Changing,Dark object moving slowly just after dusk.,2/23/2024,Y,
Open,2/20/2024 18:55,Phoenix,AZ,USA,Circle,"Similar to a shooting star, but did not fizzle out. Lasted the entirety of the horizon.",2/20/2024,,Satellite?
Open,2/20/2024 18:55,Buckeye,AZ,USA,Light,"Fast moving, silent light, moving east to west.",2/20/2024,,
Open,2/20/2024 18:55,Vail,AZ,USA,Light,Bright but variable light travelling east to west at speeds much greater than normal jet traffic and faster than a satellite.,2/21/2024,,
Open,2/20/2024 18:30,Evansville,IN,USA,Cylinder,"Seen looking south, flew west bound",2/20/2024,Y,
Open,2/20/2024 14:05,Mount Vernon,MO,USA,Sphere,Very fast moving white orb,2/23/2024,,
Open,2/20/2024 13:08,Tampa,FL,USA,Unknown,"Multiple objects. Visible with sunglasses. Not visible with naked eye, only shimmers of light.",2/26/2024,Y,Birds?
Open,2/20/2024 3:00,Trenton,FL,USA,Triangle,"Black triangle craft, one yellowish white light at each tip.",5/10/2024,,
Open !,2/19/2024 21:15,Hilliard,FL,USA,Light,"While operating an aircraft in cruise at FL400, the crew observed 3 lights appearing and disappearing for approximately 1 hr 25 min.",2/20/2024,,
Open,2/19/2024 21:12,Scottsdale,AZ,USA,Circle,Rotating object that automatically blows up to a disc/circle 3 to 4 times larger,2/20/2024,Y,Aircraft?
Open,2/19/2024 19:15,Cottondale,FL,USA,Sphere,They were flying low towards me from the south east almost side by side zig zagging really fast flew over me and cut back sharp south,2/21/2024,,
Open,2/19/2024 17:44,Hartland,WI,USA,Disk,The weather in Wisconsin was good so I usually sit on my deck. It faces west. All of a sudden I saw these objects and took a picture.,2/26/2024,Y,Reflection
Open,2/19/2024 5:14,Albany,GA,USA,Oval,"How the moon looks with thin clouds over it. It looked like light was bleeding out from edges. It could have been round, looked oval",2/19/2024,,
Open,2/19/2024 3:45,Antelope,CA,USA,Orb,A bright light shined in my window once I seen it it zipped away,2/19/2024,,
Open,2/19/2024 2:30,Palm Desert,CA,USA,Circle,On our ring camera we can see a large glowing object dropping down over Palm Springs.,2/19/2024,Y,
Open !,2/18/2024 16:33,Mesa,AZ,USA,Triangle,One triangular shaped craft hovering over area doing aerobatics in daytime,2/20/2024,Y,
Open,2/18/2024 11:30,Raleigh,NC,USA,Unknown,"Driving north on NC-540, we noticed a dark object hovering over highway. We saw a second smaller object pass through or behind it.",2/18/2024,Y,
Open,2/18/2024 3:15,Manawa,WI,USA,Orb,1 to 3 fairly bright orbs (varied) maneuvering and loitering in ways uncharacteristic of typ. aircraft. No reference to judge distance.,2/18/2024,,
Open !,2/17/2024 20:43,Rockford,IL,USA,Light,Triangle formation of lights with other lights making passes through and around the formation,2/17/2024,Y,
Open,2/17/2024 19:46,Santa Monica,CA,USA,Light,3 white lights heading west and out over the pacific,2/18/2024,,
Open,2/17/2024 19:45,Colorado Springs,CO,USA,Triangle,"Triangle shape made by 3 lights, the center had no lights. Orb spotted at the same time.",2/19/2024,,
Open,2/17/2024 18:30,Rachel,NV,USA,Light,We saw a pair of lights above the mountain line during our drive that would appear/disappear.,3/10/2024,,
Open,2/17/2024 10:09,Stateline,NV,USA,Unknown,Strange shape in the sky that didn’t last long. Quick photos were taken.,2/17/2024,Y,
Open,2/16/2024 22:30,Graham,TX,USA,Light,"I saw a bright light above the tree line, and it disappeared when I looked away",2/22/2024,,
Open,2/16/2024 21:20,Stamford,CT,USA,Orb,I saw a stationary orb of flashing lights in the sky surrounded by an aura-like electric looking mist,2/16/2024,,
Open !,2/16/2024 21:15,Pittsburgh,PA,USA,Light,8 Lights Moving in counter clockwise pattern with other lights making passes through and below the formation,2/16/2024,Y,
Open !,2/16/2024 19:04,Fayetteville,NC,USA,Triangle,Large acre plus-sized triangular craft traveling approx 32000 feet.,3/26/2024,Y,
Open,2/16/2024 18:05,Spokane,WA,USA,Other,A Southbound craft overhead with a return object heading Northbound,2/17/2024,,
Open,2/16/2024 18:00,Gilbert,AZ,USA,Unknown,"Whatever it was was crouched down behind a bush, when I noticed it got up and was thin and about 8 tall with long limbs.",2/19/2024,,
Open,2/16/2024 12:50,Fairbanks,AK,USA,Fireball,I was in playground and absentmindedly looking at the sky and saw a streak coming down from the sky it was orange seemed to hit ground.,2/16/2024,,Meteor
Open,2/15/2024 22:55,Santa Fe,NM,USA,Rectangle,"2 orbs different shapes, or 1 orb changing shape",2/19/2024,Y,
Open,2/15/2024 19:31,Unionville,NC,USA,Sphere,2 craft one surrounded with a hazy light,2/23/2024,,
Open,2/15/2024 14:20,Shepherdsville,KY,USA,Orb,Several sightings over several years.,2/15/2024,,
Open,2/15/2024 6:21,Greenville,SC,USA,Circle,"Object moving slowing across the sky, suddenly turning, increasing speed and fading.",2/15/2024,,
Open,2/15/2024 5:35,Decoy,KY,USA,Triangle,"I woke up and took my dog out to go to the bathroom, it was a clear night I just looked up and saw a triangle shape with lights.",3/17/2024,,Aircraft?
Open,2/15/2024 2:55,Paramount,CA,USA,Unknown,2 balls of light came out of one big ball of light,2/17/2024,,
Open,2/14/2024 22:49,La Mesa,CA,USA,Triangle,I was sitting on the back patio looked up and saw the UFO quickly pass over,4/26/2024,,
Open,2/14/2024 22:45,Chesterfield,VA,USA,Light,Standing to the west of this object it hung in the sky and looked like a very large star. It made erratic sharp movements,2/15/2024,,
Open,2/14/2024 22:44,Somers,CT,USA,Unknown,"Odd, flashing object I could only describe during recording as ""flying police car""",2/14/2024,Y,
Open,2/14/2024 22:15,Boscawen,NH,USA,Light,"Bright light in sky changing shape but almost boomerang shaped & moving, 2 smaller lights showed up, then it all disappeared",2/15/2024,Y,
Open,2/14/2024 21:00,Hanford,CA,USA,Rectangle,"A black rectangular craft rises out of river bed floats in the air, moving horizontally back and forth before disappearing into the sky",2/15/2024,,
Open,2/14/2024 20:32,Simpsonville,SC,USA,Orb,Orb of fire flew/floated silently over and past me to meet up with a second,4/6/2024,,
Open,2/14/2024 20:00,DeWitt,NY,USA,Triangle,"A large, dark, silent boomerang",5/20/2024,,
Open,2/14/2024 19:36,Auburn,MA,USA,Light,Hazy white light that appeared to turn headlights on,2/14/2024,,Rocket
Open,2/14/2024 19:34,Windham,ME,USA,Orb,"Slow moving object, Silent, glowing circle",2/14/2024,Y,Rocket
Open,2/14/2024 19:30,Monroeville,PA,USA,Orb,Observed a bright large spherical object tracked and merged with a smaller sphere,2/14/2024,,Rocket
Open,2/14/2024 19:30,Argyle,NY,USA,Circle,Missile?,2/16/2024,,Rocket
Open,2/14/2024 19:28,Charlemont,MA,USA,Light,"Clear sky, 2 lights obscured by mist moved slowly, stopped, lights then clear (later identified as drone)",2/14/2024,,Drone
Open,2/14/2024 19:25,Toms River,NJ,USA,Star,Was covered in the shroud of fog- mist. Then a umbrella like fog mist was dropped,2/14/2024,,Reflection
Open,2/14/2024 19:25,Canton,OH,USA,Changing,"High Speed Object, no flashing, no sound Night Sky NNW to ENE",2/14/2024,,
Open,2/14/2024 19:25,Potsdam,NY,USA,Formation,"An object with lights on either end, moving perpendicular to the lights. Ahead of it was a blurry white bow wake in a crystal clear sky",2/14/2024,,Rocket
Open,2/14/2024 19:25,Oxford,FL,USA,Other,It looked like a cloud in front of a bright star to begin with…,3/2/2024,Y,Rocket
Open,2/14/2024 19:25,Forest Hill,MD,USA,Unknown,Group of lights in night sky looked different than the rest,2/14/2024,,Rocket
Open,2/14/2024 19:25,Guilford,CT,USA,Circle,Object seen at private residence,2/14/2024,,Rocket
Open,2/14/2024 19:25,Worcester,MA,USA,Light,A white pulsating light high in the sky going west to east the object shot light in the direction it was going then split in two faded,2/14/2024,,Rocket
Open,2/14/2024 19:25,Kensington,NH,USA,Cone,It was a clear night but the object was emitting fog and mist along with projecting blue lights. It was half a mile high in the sky.,2/15/2024,Y,Rocket
