Occurred,City,State,Country
"03/17/2023 23:30","BIRMINGHAM","AL","USA"
"03/17/2023 22:00","","NY","USA"
"03/17/2023 21:55","Roseville","CA","USA"
"03/17/2023 21:46","Placerville","CA","USA"
"03/17/2023 21:43","Redwood valley ca","CA","USA"
"03/17/2023 21:30","Miller place","NY","USA"
"03/17/2023 21:30","El dorado hills","CA","USA"
"03/17/2023 21:30","Brentwood","CA","USA"
"03/17/2023 19:00","Gold Canyon","AZ","USA"
"03/17/2023 09:45","Stockton","CA","USA"
"03/16/2023 21:50","Palm springs","CA","USA"
"03/16/2023 21:33","Del Valle","TX","USA"
"03/16/2023 20:00","Medford","OR","USA"
"03/16/2023 19:35","Lynn","MA","USA"
"03/16/2023 18:20","Independence","KY","USA"
"03/16/2023 17:45","SAN JOSE","CA","USA"
"03/16/2023 08:15","Herrings","NY","USA"
"03/16/2023 06:37","Gastonia","NC","USA"
"03/15/2023 21:30","Poplarville","MS","USA"
"03/15/2023 21:26","Bellevue","WA","USA"
"03/15/2023 20:38","Polk","PA","USA"
"03/15/2023 20:35","Williamsburg","VA","USA"
"03/15/2023 20:00","Wanatah","IN","USA"
"03/15/2023 19:25","Lake Placid","NY","USA"
"03/15/2023 16:10","Meridian","ID","USA"
"03/15/2023 15:30","South Shore","KY","USA"
"03/15/2023 15:00","Bronx","NY","USA"
"03/15/2023 11:10","Fresno","CA","USA"
"03/14/2023 23:35","Madison","IN","USA"
"03/14/2023 20:45","Leland","NC","USA"
"03/14/2023 20:30","Jensen Beach","FL","USA"
"03/14/2023 20:30","Huntsville","AL","USA"
"03/14/2023 06:45","Friday Harbor","WA","USA"
"03/14/2023 03:00","Theodore","AL","USA"
"03/13/2023 21:38","Madera Ranchos","CA","USA"
"03/13/2023 20:58","JACKSONVILLE","FL","USA"
"03/13/2023 19:05","Key West","FL","USA"
"03/12/2023 21:40","Oxnard","CA","USA"
"03/12/2023 19:21","Imperial","CA","USA"
"03/12/2023 14:45","Fort Worth","TX","USA"
"03/11/2023 20:55","Venice","FL","USA"
"03/11/2023 20:00","Pottstown","PA","USA"
"03/11/2023 20:00","Chehalis","WA","USA"
"03/11/2023 19:35","East Hartford","CT","USA"
"03/11/2023 18:05","Apache Junction","AZ","USA"
"03/11/2023 15:04","Pensacola","FL","USA"
"03/11/2023 07:04","Pensacola","FL","USA"
"03/11/2023 00:05","McKinney","TX","USA"
"03/10/2023 22:00","Wrightsville","PA","USA"
"03/10/2023 20:30","Columbus","MS","USA"
"03/10/2023 19:40","Scott city","MO","USA"
"03/10/2023 15:15","Chico","CA","USA"
"03/10/2023 09:00","Independence (south of)","CA","USA"
"03/09/2023 23:07","Port Orchard","WA","USA"
"03/09/2023 20:55","Hermitage","PA","USA"
"03/09/2023 19:37","Opelika","AL","USA"
"03/09/2023 18:30","Colchester","CT","USA"
"03/09/2023 18:30","Colchester","CT","USA"
"03/09/2023 16:48","El Toro","CA","USA"
"03/09/2023 13:26","Twentynine palms","CA","USA"
"03/09/2023 10:00","Rosenburge. - Houston","TX","USA"
"03/09/2023 07:35","Marina","CA","USA"
"03/09/2023 07:10","Riverdale","MI","USA"
"03/08/2023 22:45","TURNER","ME","USA"
"03/08/2023 21:00","Delphi","IN","USA"
"03/08/2023 19:45","Warsaw","MO","USA"
"03/08/2023 19:00","Kingsport","TN","USA"
"03/08/2023 18:52","Mesa","AZ","USA"
"03/08/2023 18:48","Arenas valley","NM","USA"
"03/08/2023 18:07","Dillwyn","VA","USA"
"03/08/2023 17:32","Marshfield","MA","USA"
"03/08/2023 16:19","River Edge","NJ","USA"
"03/08/2023 15:25","Goree","TX","USA"
"03/08/2023 05:23","Queens","NY","USA"
"03/07/2023 21:30","Fort Collins","CO","USA"
"03/07/2023 21:30","Elkfork road","WV","USA"
"03/07/2023 20:55","Murphy","NC","USA"
"03/07/2023 20:40","kent","WA","USA"
"03/07/2023 19:22","Statesboro","GA","USA"
"03/07/2023 19:15","Oakdale","CT","USA"
"03/07/2023 13:45","Farmington Hills","MI","USA"
"03/07/2023 03:40","Waco","TX","USA"
"03/07/2023 02:20","Thetford","VT","USA"
"03/06/2023 19:22","Marietta","GA","USA"
"03/06/2023 19:15","Cameron Park","CA","USA"
"03/06/2023 17:00","Aberdeen","WA","USA"
"03/06/2023 14:07","Oakland","CA","USA"
"03/06/2023 12:27","Lakewood / Golden","CO","USA"
"03/06/2023 07:15","Los Molinos","CA","USA"
"03/06/2023 03:15","Lancaster","NY","USA"
"03/05/2023 23:10","Newport","WA","USA"
"03/05/2023 21:33","Shelby Township","MI","USA"
"03/05/2023 21:24","Morrisville","PA","USA"
"03/05/2023 21:00","Lincoln","NE","USA"
"03/05/2023 20:47","Villas","NJ","USA"
"03/05/2023 20:40","Highland","MI","USA"
"03/05/2023 19:00","Mooresville","NC","USA"
"03/05/2023 16:40","Richmond","VA","USA"
"03/05/2023 14:40","The Colony","TX","USA"
"03/05/2023 14:07","Glenhaven","-","USA"
"03/05/2023 13:20","Willis","VA","USA"
"03/05/2023 12:30","Los Angeles","CA","USA"
"03/05/2023 03:30","","-","USA"
"03/05/2023 02:35","Blue springs","MO","USA"
"03/05/2023 00:43","Springfield","IL","USA"
"03/05/2023 00:30","Brooklyn","NY","USA"
"03/04/2023 23:49","Enid","OK","USA"
"03/04/2023 23:00","Thermal","CA","USA"
"03/04/2023 21:00","Vicksburg","MS","USA"
"03/04/2023 20:03","Myrtle Beach","SC","USA"
"03/04/2023 19:42","Tijeras","NM","USA"
"03/04/2023 19:30","White deer township","PA","USA"
"03/04/2023 16:43","Raleigh","NC","USA"
"03/04/2023 15:04","Murray","KY","USA"
"03/04/2023 15:04","Greenville S C","SC","USA"
"03/04/2023 03:04","North Rock Springs","WY","USA"
"03/03/2023 21:45","Jacksonville","FL","USA"
"03/03/2023 20:19","Dandridge","TN","USA"
"03/03/2023 19:15","Hollister","CA","USA"
"03/03/2023 18:31","Winchester","VA","USA"
"03/03/2023 18:05","Scottsdale","AZ","USA"
"03/03/2023 14:00","Fullerton","CA","USA"
"03/03/2023 07:04","Austin","TX","USA"
"03/03/2023 06:20","Saint Johns","MI","USA"
"03/02/2023 23:28","Farmville","VA","USA"
"03/02/2023 19:29","Scottsdale","AZ","USA"
"03/02/2023 19:21","Edgewood/ Sandia Park","NM","USA"
"03/02/2023 18:50","Newmarket","NH","USA"
"03/02/2023 16:29","Little Falls","MN","USA"
"03/02/2023 00:45","Myrtle Beach","SC","USA"
"03/01/2023 23:00","Bellingham","WA","USA"
"03/01/2023 20:32","Chesterfield","MI","USA"
"03/01/2023 20:30","Crystal lake","IL","USA"
"03/01/2023 20:21","Merritt Island","FL","USA"
"03/01/2023 20:16","Broken Arrow","OK","USA"
"03/01/2023 20:15","Rochester","NY","USA"
"03/01/2023 20:00","Coldwater","MI","USA"
"03/01/2023 20:00","Kalamazoo","MI","USA"
"03/01/2023 19:58","Lenexa","KS","USA"
"03/01/2023 19:57","Cherryvale","KS","USA"
"03/01/2023 19:55","Coldwater","MI","USA"
"03/01/2023 19:53","Holland","MI","USA"
"03/01/2023 19:53","Saylorsburg","PA","USA"
"03/01/2023 19:51","","MI","USA"
"03/01/2023 19:46","Mapleton","ND","USA"
"03/01/2023 19:46","Parkland","FL","USA"
"03/01/2023 19:45","Stilwell","KS","USA"
"03/01/2023 19:45","Greeley","CO","USA"
"03/01/2023 19:38","Garden City","ID","USA"
"03/01/2023 19:36","Youngsville","PA","USA"
"03/01/2023 19:35","Shelby township","MI","USA"
"03/01/2023 19:35","Berlin","MD","USA"
"03/01/2023 19:35","Sherman Oaks","CA","USA"
"03/01/2023 19:35","Laguna Woods","CA","USA"
"03/01/2023 19:35","Oceanside","CA","USA"
"03/01/2023 19:30","Moravia","IA","USA"
"03/01/2023 19:30","Leesburg","GA","USA"
"03/01/2023 19:30","Glenview","IL","USA"
"03/01/2023 19:25","Roseburg","OR","USA"
"03/01/2023 19:20","Butler","PA","USA"
"03/01/2023 19:19","Munhall","PA","USA"
"03/01/2023 19:17","New hope florida","FL","USA"
"03/01/2023 19:15","Lima","NY","USA"
"03/01/2023 19:15","Hazleton","PA","USA"
"03/01/2023 19:08","Barberton","OH","USA"
"03/01/2023 19:07","Farrell","PA","USA"
"03/01/2023 19:00","Jackson","MS","USA"
"03/01/2023 19:00","North Las Vegas","NV","USA"
"03/01/2023 19:00","Washington","DC","USA"
"03/01/2023 18:57","Fontana","CA","USA"
"03/01/2023 18:50","Altoona","PA","USA"
"03/01/2023 18:50","Maquoketa","IA","USA"
"03/01/2023 18:49","Butler","PA","USA"
"03/01/2023 18:45","Delavan","WI","USA"
"03/01/2023 18:45","Spokane","WA","USA"
"03/01/2023 18:42","Bristol","WI","USA"
"03/01/2023 18:30","Jurupa Valley","CA","USA"
"03/01/2023 18:25","glenview","IL","USA"
"03/01/2023 18:20","Torrance","CA","USA"
"03/01/2023 07:15","Riverdale","CA","USA"
"03/01/2023 03:30","Morgantown","WV","USA"
"03/01/2023 02:17","Window Rock","AZ","USA"
"03/01/2023 00:04","Farmville,","VA","USA"
"03/01/2023 00:03","Farmville","VA","USA"
"02/28/2023 21:12","Tacoma","WA","USA"
"02/28/2023 20:40","Columbus","GA","USA"
"02/28/2023 20:15","Pearces","NC","USA"
"02/28/2023 20:06","Fort Smith","AR","USA"
"02/28/2023 20:02","Blairsville","GA","USA"
"02/28/2023 19:59","Dearing","GA","USA"
"02/28/2023 19:58","Zephyrhills","FL","USA"
"02/28/2023 19:46","Murfreesboro","TN","USA"
"02/28/2023 19:45","Vineland","NJ","USA"
"02/28/2023 19:34","Canton","OH","USA"
"02/28/2023 19:27","Kansas City","MO","USA"
"02/28/2023 19:17","Murfreesboro","TN","USA"
"02/28/2023 19:16","Baltimore","MD","USA"
"02/28/2023 19:11","Weddington","NC","USA"
"02/28/2023 19:10","Kirksville","MO","USA"
"02/28/2023 19:08","Fredericksburg","VA","USA"
"02/28/2023 19:00","Woodland","WA","USA"
"02/28/2023 18:50","Washington","DC","USA"
"02/28/2023 18:34","Irving","TX","USA"
"02/28/2023 18:27","Belkevue","WA","USA"
"02/28/2023 18:16","Tipp City","OH","USA"
"02/28/2023 17:55","Houston","TX","USA"
"02/27/2023 22:37","","LA","USA"
"02/27/2023 22:13","Clermont 4 corners","FL","USA"
"02/27/2023 20:40","venice","FL","USA"
"02/27/2023 20:10","Boca Raton","FL","USA"
"02/27/2023 20:02","Sarasota","FL","USA"
"02/27/2023 20:00","Bokeelia","MA","USA"
"02/27/2023 19:54","Atlanta","GA","USA"
"02/27/2023 19:54","Nokomis","FL","USA"
"02/27/2023 19:50","Estero","FL","USA"
"02/27/2023 19:45","Brandon","SD","USA"
"02/27/2023 19:35","Woodville","TX","USA"
"02/27/2023 19:00","Florence","AL","USA"
"02/27/2023 18:00","Woodbury","TN","USA"
"02/27/2023 14:45","Orlando","FL","USA"
"02/27/2023 11:54","lutz","FL","USA"
"02/27/2023 07:53","Ellenton","FL","USA"
"02/27/2023 00:15","Rosedale","MD","USA"
"02/26/2023 20:49","Mandeville","LA","USA"
"02/26/2023 19:15","Rockwood","MI","USA"
"02/26/2023 19:10","Moscow","WA","USA"
"02/26/2023 17:30","Memphis","TN","USA"
"02/26/2023 17:13","Lone tree","CO","USA"
"02/26/2023 16:22","Roseburg, green district","OR","USA"
"02/26/2023 13:10","san juan capistrano","CA","USA"
"02/26/2023 11:40","Sisquoc","CA","USA"
"02/26/2023 04:45","Raymond","NH","USA"
"02/26/2023 04:10","Troy","MO","USA"
"02/25/2023 22:32","Austin","TX","USA"
"02/25/2023 20:55","Thornton","CO","USA"
"02/25/2023 20:30","Lexington","OH","USA"
"02/25/2023 20:30","Jackson","OH","USA"
"02/25/2023 20:05","Mt Summit","IN","USA"
"02/25/2023 19:33","Grand junction","CO","USA"
"02/25/2023 14:11","San Antonio","TX","USA"
"02/24/2023 21:27","Eureka","CA","USA"
"02/24/2023 20:40","Shreveport","LA","USA"
"02/24/2023 20:30","North Salem","NY","USA"
"02/24/2023 19:33","Wilmington","DE","USA"
"02/24/2023 19:29","LOXAHATCHEE","FL","USA"
"02/24/2023 05:45","Inman","SC","USA"
"02/24/2023 00:31","Fort Myers","FL","USA"
"02/24/2023 00:02","Denver or Littleton","CO","USA"
"02/23/2023 22:38","Delmar","DE","USA"
"02/23/2023 19:10","Genoa","WV","USA"
"02/23/2023 00:25","Elgin","TX","USA"
"02/22/2023 21:10","Sarasota","FL","USA"
"02/22/2023 20:50","Macomb","MI","USA"
"02/22/2023 20:15","Silver Spring","MD","USA"
"02/22/2023 19:32","denver/ moorsville","NC","USA"
"02/22/2023 19:05","Wellston","OH","USA"
"02/22/2023 19:00","Ogdensburg","NY","USA"
"02/22/2023 18:10","Roseville","MI","USA"
"02/22/2023 16:52","Sierra Valley","CA","USA"
"02/21/2023 22:20","Elizabethtown","PA","USA"
"02/21/2023 19:58","Clio","AL","USA"
"02/21/2023 19:30","Wooster","OH","USA"
"02/21/2023 19:00","Keysville","VA","USA"
"02/21/2023 18:34","Ventura","CA","USA"
"02/21/2023 18:30","Bloomington","IL","USA"
"02/21/2023 17:00","Gouldsboro","PA","USA"
"02/21/2023 14:10","Burnsville","MS","USA"
"02/21/2023 08:50","Three oaks","MI","USA"
"02/21/2023 03:30","Zinc","AR","USA"
"02/21/2023 00:57","Plano","TX","USA"
"02/20/2023 21:38","Largo Florida","FL","USA"
"02/20/2023 21:00","Dillsburg","PA","USA"
"02/20/2023 20:35","Troy","IL","USA"
"02/20/2023 20:32","Poulsbo","WA","USA"
"02/20/2023 17:00","Hartford","WI","USA"
"02/20/2023 10:52","Gonzales","CA","USA"
"02/20/2023 04:10","Avon Lake","OH","USA"
"02/20/2023 03:51","Las Vegas","NV","USA"
"02/20/2023 00:24","Divide","CO","USA"
"02/19/2023 22:30","Cuyahoga falls","OH","USA"
"02/19/2023 20:58","Waterford","MI","USA"
"02/19/2023 20:50","Fowlerville","MI","USA"
"02/19/2023 19:35","Canton","OH","USA"
"02/19/2023 19:25","Bonita Springs","FL","USA"
"02/19/2023 19:15","","TN","USA"
"02/19/2023 18:35","Linden","VA","USA"
"02/19/2023 18:31","Bridgeville","PA","USA"
"02/19/2023 13:30","Metairie","LA","USA"
"02/19/2023 07:20","Punta Gorda","FL","USA"
"02/18/2023 21:30","Gainesville","FL","USA"
"02/18/2023 20:20","Zebulon","NC","USA"
"02/18/2023 20:00","Greenback","TN","USA"
"02/18/2023 19:58","Lodi","CA","USA"
"02/18/2023 19:54","Capulin","NM","USA"
"02/18/2023 19:43","Concord","CA","USA"
"02/18/2023 19:31","mooreland","OK","USA"
"02/18/2023 19:27","Hagerstown","MD","USA"
"02/18/2023 19:12","Spring","TX","USA"
"02/18/2023 17:00","Frederick","MD","USA"
"02/18/2023 16:50","Pasco","WA","USA"
"02/18/2023 07:25","Baltimore","MD","USA"
"02/18/2023 02:05","Kingston","WA","USA"
"02/18/2023 01:39","St. Louis","MO","USA"
"02/17/2023 18:30","Blanchard","PA","USA"
"02/17/2023 16:30","Valdese","NC","USA"
"02/17/2023 08:48","On the way to Wapaca, Wisconsin","WI","USA"
"02/17/2023 07:26","Sheridan","OR","USA"
"02/17/2023 07:10","San Diego","CA","USA"
"02/17/2023 04:20","Minneapolis-st paul","MN","USA"
"02/17/2023 00:30","Catasauqua","PA","USA"
"02/16/2023 22:00","homestead","FL","USA"
"02/16/2023 20:44","Statesville","NC","USA"
"02/16/2023 19:58","Naples","FL","USA"
"02/16/2023 19:15","tucson","AZ","USA"
"02/16/2023 10:43","Lakewood","CO","USA"
"02/16/2023 05:00","Toms River","NJ","USA"
"02/15/2023 23:10","Troup","TX","USA"
"02/15/2023 21:24","Jacksonville","FL","USA"
"02/15/2023 19:45","Brookfield","VT","USA"
"02/15/2023 19:40","Carver","MA","USA"
"02/15/2023 18:05","Port Orchard","WA","USA"
"02/15/2023 10:46","Indianapolis","IN","USA"
"02/15/2023 10:34","Syracuse","UT","USA"
"02/15/2023 07:00","Crittenden","KY","USA"
"02/15/2023 03:12","Chunchula","AL","USA"
"02/14/2023 23:08","Tacoma","WA","USA"
"02/14/2023 20:59","Valrico","FL","USA"
"02/14/2023 19:30","Haddon Heights","NJ","USA"
"02/14/2023 18:37","Granite Falls","NC","USA"
"02/14/2023 18:35","Gardiner","NY","USA"
"02/14/2023 17:40","Saugerties/Woodstock","NY","USA"
"02/14/2023 15:55","Fort Smith","AR","USA"
"02/14/2023 12:45","Greenville","NC","USA"
"02/14/2023 08:04","Miami","FL","USA"
"02/14/2023 03:30","leroy","MI","USA"
"02/14/2023 01:00","Yampa","CO","USA"
"02/13/2023 22:15","Northport","AL","USA"
"02/13/2023 21:40","Watford city","ND","USA"
"02/13/2023 20:30","Fergus falls","MN","USA"
"02/13/2023 20:08","Beacon","NY","USA"
"02/13/2023 19:56","Norridge","IL","USA"
"02/13/2023 19:51","Farmington Hills and Mikado","MI","USA"
"02/13/2023 19:30","Phoenix","AZ","USA"
"02/13/2023 19:30","Fall River","MA","USA"
"02/13/2023 19:23","Dover","AR","USA"
"02/13/2023 19:02","Glenview","IL","USA"
"02/13/2023 19:00","Wayne","NJ","USA"
"02/13/2023 19:00","Antigo","WI","USA"
"02/13/2023 18:15","Portland","OR","USA"
"02/13/2023 17:59","Mahomet","IL","USA"
"02/13/2023 17:30","Winnetka","IL","USA"
"02/13/2023 17:17","Gypsum","OH","USA"
"02/13/2023 15:00","Santa Monica","CA","USA"
"02/13/2023 14:50","Corona","CA","USA"
"02/13/2023 14:37","New Britain","CT","USA"
"02/13/2023 12:38","Naples","FL","USA"
"02/13/2023 11:15","Martinsville","IN","USA"
"02/13/2023 10:00","The Villages","FL","USA"
"02/13/2023 07:19","Jacksonville","FL","USA"
"02/13/2023 05:48","Rosedale","CA","USA"
"02/13/2023 03:13","Meridian","ID","USA"
"02/13/2023 02:45","Hastings","NE","USA"
"02/13/2023 00:00","South Lyon","MI","USA"
"02/12/2023 21:30","Bucyrus","OH","USA"
"02/12/2023 21:00","Minot","ND","USA"
"02/12/2023 20:50","Hagerman","ID","USA"
"02/12/2023 20:35","Franklin","MA","USA"
"02/12/2023 20:06","Effingham","IL","USA"
"02/12/2023 20:00","Saratoga springs","UT","USA"
"02/12/2023 19:45","Arcanum","OH","USA"
"02/12/2023 19:42","Vida","OR","USA"
"02/12/2023 19:40","Sedalia","MO","USA"
"02/12/2023 19:40","Grand Rapids","OH","USA"
"02/12/2023 19:40","Ewing","KY","USA"
"02/12/2023 19:40","On route 22 heading towards Blairsville. Near Johnstown exit","PA","USA"
"02/12/2023 19:39","Liberty Township","OH","USA"
"02/12/2023 19:38","Oil City","PA","USA"
"02/12/2023 19:38","Twinsburg","OH","USA"
"02/12/2023 19:38","canton","MI","USA"
"02/12/2023 19:30","Huntington","WV","USA"
"02/12/2023 19:08","Wheatland","WY","USA"
"02/12/2023 19:00","West Jordan","UT","USA"
"02/12/2023 19:00","Lakeville","MN","USA"
"02/12/2023 18:36","Fairchilds","TX","USA"
"02/12/2023 18:35","Section","AL","USA"
"02/12/2023 18:35","Section","AL","USA"
"02/12/2023 18:15","Waterville","OH","USA"
"02/12/2023 17:19","Columbus","OH","USA"
"02/12/2023 16:20","Florence","SC","USA"
"02/12/2023 15:00","Manhattan","IL","USA"
"02/12/2023 09:00","The Villages","FL","USA"
"02/12/2023 03:30","Portland","OR","USA"
"02/12/2023 03:25","Lyon Mountain","NY","USA"
"02/12/2023 03:15","Fort Atkinson","WI","USA"
"02/12/2023 00:12","Lake Worth","FL","USA"
"02/11/2023 22:30","Noatak","AK","USA"
"02/11/2023 22:30","Sioux falls","SD","USA"
"02/11/2023 22:00","Moore Haven","FL","USA"
"02/11/2023 22:00","Jackson","MI","USA"
"02/11/2023 21:20","Plainfield","IL","USA"
"02/11/2023 21:00","Kingston.","NH","USA"
"02/11/2023 19:53","Antlers","OK","USA"
"02/11/2023 19:02","Jenks","OK","USA"
"02/11/2023 19:00","Madison","WI","USA"
"02/11/2023 18:45","Walla Walla","WA","USA"
"02/11/2023 17:24","Higganum","CT","USA"
"02/11/2023 17:15","Lexington","VA","USA"
"02/11/2023 16:00","Belcher","LA","USA"
"02/11/2023 14:00","HENDERSON","NV","USA"
"02/11/2023 11:50","Phoenix","AZ","USA"
"02/11/2023 11:30","Palm Springs","CA","USA"
"02/11/2023 09:28","Melbourne","FL","USA"
"02/11/2023 04:00","Lincoln","NE","USA"
"02/11/2023 03:30","Lincoln","NE","USA"
"02/11/2023 03:00","Hansville","WA","USA"
"02/11/2023 00:03","Troy","ID","USA"
"02/10/2023 21:00","Ozona","TX","USA"
"02/10/2023 19:39","Williamson","WV","USA"
"02/10/2023 18:48","Pittsburgh","PA","USA"
"02/10/2023 18:11","My Pleasant","UT","USA"
"02/10/2023 17:33","Grain Valley","MO","USA"
"02/10/2023 15:15","Prudhoe Bay, Alaska","AK","USA"
"02/10/2023 15:00","Portland","OR","USA"
"02/10/2023 07:10","Alexandria","VA","USA"
"02/10/2023 05:50","Hollister","CA","USA"
"02/10/2023 04:53","Littleton","MA","USA"
"02/09/2023 23:02","nipomo","CA","USA"
"02/09/2023 20:30","Reisterstown","MD","USA"
"02/09/2023 19:16","Newark","OH","USA"
"02/09/2023 18:05","Monroe","WA","USA"
"02/09/2023 17:57","Portland","ME","USA"
"02/09/2023 17:45","Cleveland","OH","USA"
"02/09/2023 17:39","Watertown","MA","USA"
"02/09/2023 17:30","Applegate","OR","USA"
"02/09/2023 16:31","Somers","MT","USA"
"02/09/2023 16:00","South East of Quartzite, AZ","AZ","USA"
"02/09/2023 15:23","Escondido","CA","USA"
"02/09/2023 15:11","Madera","CA","USA"
"02/09/2023 12:26","Mesa","AZ","USA"
"02/09/2023 10:30","Creede","CO","USA"
"02/09/2023 09:00","Exeter","NH","USA"
"02/09/2023 06:05","Montz","LA","USA"
"02/09/2023 03:45","Montgomery","AL","USA"
"02/09/2023 03:30","Austintown","OH","USA"
"02/09/2023 01:38","Laughlin","NV","USA"
"02/09/2023 01:07","Worcester","MA","USA"
"02/09/2023 01:00","Albany","OR","USA"
"02/08/2023 23:50","Ocala","FL","USA"
"02/08/2023 22:30","Sacramento","CA","USA"
"02/08/2023 22:08","Torrington","CT","USA"
"02/08/2023 21:03","Ashton","ID","USA"
"02/08/2023 20:30","Ely","NV","USA"
"02/08/2023 19:37","Lawrenceville","GA","USA"
"02/08/2023 18:30","Port Allegany","PA","USA"
"02/08/2023 18:25","Cliffside park","NJ","USA"
"02/08/2023 17:30","Saint Marys","PA","USA"
"02/08/2023 15:30","Topawa","AZ","USA"
"02/08/2023 09:31","Paradise Mt. Rainier National Park","WA","USA"
"02/07/2023 21:45","Between Sacramento and Ione CA. Near Rancho Seco nuclear","CA","USA"
"02/07/2023 18:56","Lutz","FL","USA"
"02/07/2023 18:29","Alsip","IL","USA"
"02/07/2023 13:43","Logan","UT","USA"
"02/07/2023 13:30","Augusta","ME","USA"
"02/07/2023 01:35","Palmdale","CA","USA"
"02/07/2023 00:32","Walland","TN","USA"
"02/06/2023 23:06","Van Buren","OH","USA"
"02/06/2023 20:56","Greenbrier","AR","USA"
"02/06/2023 20:35","Tampa","FL","USA"
"02/06/2023 20:35","Lakeland","FL","USA"
"02/06/2023 19:15","Memphis","TN","USA"
"02/06/2023 19:15","Robinsonville","MS","USA"
"02/06/2023 18:45","Glen Mills","PA","USA"
"02/06/2023 17:55","DESERT HOT SPRINGS. Sky Valley","CA","USA"
"02/06/2023 14:15","Rising Fawn","GA","USA"
"02/06/2023 13:34","Near Moses lake","WA","USA"
"02/06/2023 06:58","Poughkeepsie","NY","USA"
"02/05/2023 22:00","McKinney","TX","USA"
"02/05/2023 21:20","Watsonville","CA","USA"
"02/05/2023 21:06","Gridley","CA","USA"
"02/05/2023 18:56","Highland","IL","USA"
"02/05/2023 18:15","Osseo","MN","USA"
"02/05/2023 15:23","GREENVILLE","SC","USA"
"02/05/2023 05:52","Madison","MS","USA"
"02/05/2023 04:50","Joshua Tree","CA","USA"
"02/04/2023 21:45","Benicia","CA","USA"
"02/04/2023 21:09","Wyoming","MI","USA"
"02/04/2023 21:00","Oak View","CA","USA"
"02/04/2023 19:00","Taylorsville","GA","USA"
"02/04/2023 18:05","johnson city","TN","USA"
"02/04/2023 10:30","Saint Petersburg","FL","USA"
"02/04/2023 08:45","Biloxi","MS","USA"
"02/03/2023 21:05","Leesville","LA","USA"
"02/03/2023 20:08","Henderson","NV","USA"
"02/03/2023 19:40","Brooksville","FL","USA"
"02/03/2023 19:40","Between Goldfield and Tonopah","NV","USA"
"02/03/2023 19:00","Bushnell","FL","USA"
"02/03/2023 18:35","Shenandoah","IA","USA"
"02/03/2023 17:25","Mentor","OH","USA"
"02/03/2023 17:20","Palm Springs","CA","USA"
"02/03/2023 17:15","San Jose","CA","USA"
"02/03/2023 17:00","Farmington","MO","USA"
"02/03/2023 14:00","Livingston","LA","USA"
"02/03/2023 10:30","West Suffield","CT","USA"
"02/03/2023 09:34","Middleton","TN","USA"
"02/03/2023 02:00","Horizon City","TX","USA"
"02/03/2023 00:22","Mercedes","TX","USA"
"02/02/2023 22:00","Vero Beach","FL","USA"
"02/02/2023 21:00","Basinger","FL","USA"
"02/02/2023 20:30","Bremen","OH","USA"
"02/02/2023 20:00","Bowling Green","FL","USA"
"02/02/2023 19:15","Artesia","NM","USA"
"02/02/2023 18:45","Garfield","NJ","USA"
"02/02/2023 18:25","Dane","WI","USA"
"02/02/2023 18:17","North Bend","OR","USA"
"02/02/2023 18:10","Oxford","NJ","USA"
"02/02/2023 17:00","Middleton","ID","USA"
"02/02/2023 16:00","Foxboro","MA","USA"
"02/02/2023 06:14","Allentown","PA","USA"
"02/02/2023 04:48","Miami","FL","USA"
"02/01/2023 22:33","Middleboro","MA","USA"
"02/01/2023 22:29","tyrone","PA","USA"
"02/01/2023 21:06","Puyallup","WA","USA"
"02/01/2023 20:07","Woodland","CA","USA"
"02/01/2023 19:45","Seattle","WA","USA"
"02/01/2023 19:43","it was over north Wood Village between airport and walmart","OR","USA"
"02/01/2023 19:35","Troutdale","OR","USA"
"02/01/2023 18:48","Baden","PA","USA"
"02/01/2023 18:31","West Camp","NY","USA"
"02/01/2023 17:48","Gurnee","IL","USA"
"02/01/2023 14:05","Marco Island","FL","USA"
"02/01/2023 12:23","Red Hook","NY","USA"
"02/01/2023 10:26","Sun Prairie","WI","USA"
"01/31/2023 19:49","Gothenburg","NE","USA"
"01/31/2023 19:15","Sulphur Springs","IN","USA"
"01/31/2023 18:38","El Granada","CA","USA"
"01/31/2023 14:30","Layton","UT","USA"
"01/30/2023 21:15","Richmond","VA","USA"
"01/30/2023 20:55","Orlando","FL","USA"
"01/30/2023 17:13","Collinsville","CT","USA"
"01/30/2023 16:47","Roseville","MN","USA"
"01/30/2023 13:50","Princeton","MN","USA"
"01/29/2023 23:59","Myrtle Beach","SC","USA"
"01/29/2023 22:24","Northport","NY","USA"
"01/29/2023 21:16","Lowell","MA","USA"
"01/29/2023 21:05","Clearwater Beach","FL","USA"
"01/29/2023 20:30","Mount Vernon","WA","USA"
"01/29/2023 20:24","National Park","NJ","USA"
"01/29/2023 19:23","Monterey","CA","USA"
"01/29/2023 19:08","North Bend","OR","USA"
"01/29/2023 19:00","Newark","NJ","USA"
"01/29/2023 18:45","Lexington","KY","USA"
"01/29/2023 17:02","Chatsworth","CA","USA"
"01/29/2023 17:00","SanJuan Island","WA","USA"
"01/29/2023 15:16","Paso Robles","CA","USA"
"01/29/2023 15:00","Albany","NY","USA"
"01/29/2023 01:48","Lynnwood","WA","USA"
"01/28/2023 23:00","Harrisburg","NC","USA"
"01/28/2023 20:39","Littlestown,","PA","USA"
"01/28/2023 20:30","Mount vernon","OH","USA"
